PuzzleId,Rating,PGN,Solution,FEN,Moves
1FP31,870,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nf5 Qf6 6. Nc3 d6 7. Nd5 Qd8 8. Nxg7+ Kf8 9. Nh5 Qh4,Bd3 Qxf2#,r1b2knr/ppp2p1p/2np4/2bN3N/4P2q/8/PPP2PPP/R1BQKB1R w KQ - 3 10,f1d3 h4f2
1FbqI,1256,1. d4 g6 2. Nf3 Bg7 3. Bg5 d6 4. c3 Nf6 5. Nbd2 Bf5 6. e3 Nbd7 7. Be2 e5 8. dxe5 dxe5 9. O-O h6 10. Bh4 g5 11. Bg3 Nh5 12. e4 Be6 13. Re1 Nf4 14. Bf1 Bf6 15. Qc2 g4 16. Bxf4 gxf3 17. Bg3 fxg2 18. Bxg2 h5 19. f4 h4 20. f5 hxg3 21. fxe6 Nf8 22. exf7+ Kxf7 23. h3 Ne6 24. Qb3 Qe7 25. Rf1 Kg7 26. Rf3 Bh4 27. Raf1 Nf4 28. Nc4 Rhf8 29. Qxb7 Rad8 30. Qc6 Rf6 31. Qb5 Ne2+ 32. Kh1 Rxf3 33. Bxf3 Nf4 34. Qxe5+ Qxe5 35. Nxe5 Rd2 36. Ng4 g2+ 37. Bxg2 Nxg2 38. Kg1 Bg3 39. e5 Nf4 40. Rf3 Nxh3+ 41. Kf1 Nf4 42. Rxg3 Ng6 43. Rg2 Rxg2 44. Kxg2 Kf7 45. Kf3 Ke6 46. Ke4 Ne7 47. c4 Kd7 48. Kd4 Ke6 49. Ke4 Nc6 50. a3 Na5 51. Ne3 Nc6 52. Nd5 Nxe5 53. Kd4 c5+ 54. Kxc5 Nd3+ 55. Kd4 Nxb2 56. c5 Kd7 57. Nf4 Kc8 58. Kd5 Na4 59. Ne6 Nc3+ 60. Kc6 Nb1 61. Kb5 Nxa3+ 62. Kc6 Nc2 63. Kd6 Nb4 64. Nd4 a5 65. Nb5 a4 66. Na7+ Kb7 67. Nb5 Ka6 68. c6,Kxb5 c7 Kc4 c8=Q+,8/8/k1PK4/1N6/pn6/8/8/8 b - - 0 68,a6b5 c6c7 b5c4 c7c8q
1FrdD,1229,1. Nc3 d5 2. Nf3 d4 3. Nb5 c5 4. c3 dxc3 5. bxc3 Bd7 6. Na3 e6 7. Qb3 b6 8. e3 Nf6 9. Bb5 Bd6 10. Ng5 O-O 11. Bd3 h6 12. Be4 Nxe4 13. Nxe4 Bc6 14. f3 Bxe4 15. fxe4 Nc6 16. O-O Ne5 17. Qc2 Qh4 18. d4 Ng4 19. h3 Qg3 20. Rf3 Qe1+,Rf1 Bh2+ Kh1 Qxf1#,r4rk1/p4pp1/1p1bp2p/2p5/3PP1n1/N1P1PR1P/P1Q3P1/R1B1q1K1 w - - 3 21,f3f1 d6h2 g1h1 e1f1
1FzDT,2576,1. e4 e5 2. Nc3 c5 3. Nf3 Nc6 4. Bc4 Nf6 5. d3 Be7 6. h3 O-O 7. g4 Ne8 8. h4 d6 9. g5 Bg4 10. Rg1 Bh5 11. Be3 Kh8 12. Rg3 f6 13. Qd2 Nb4 14. a3 Nc6 15. O-O-O a6 16. Rdg1 b5 17. gxf6 Bxf6 18. Bd5 Qc7 19. Bg5 Bxg5 20. Qxg5 b4 21. Bxc6 bxc3 22. Bxe8 cxb2+ 23. Kxb2 Bxe8 24. Qxg7+ Qxg7 25. Rxg7 Bg6 26. R7xg6 hxg6 27. Rxg6 Rxf3 28. Rxd6 Rxf2 29. Rd5 Rb8+ 30. Kc3 Rh2 31. Rxc5 Rxh4 32. Rxe5 Kg7 33. Re6 Kf7 34. Rxa6 Rh2 35. Ra4 Rc8+ 36. Rc4 Ra8 37. Kb3 Ke6 38. a4 Kd6 39. c3 Rh3 40. d4 Rh1 41. Kc2 Ra1 42. e5+ Kd5 43. Rc5+ Ke6 44. Kd3 R1xa4 45. Ke4,Ra3 Rc7 Rd8 d5+ Rxd5 Rc6+ Ke7 Kxd5,r7/8/4k3/2R1P3/r2PK3/2P5/8/8 b - - 1 45,a4a3 c5c7 a8d8 d4d5 d8d5 c7c6 e6e7 e4d5
1G7Ra,968,1. d4 e5 2. c4 exd4 3. Qxd4 Nc6 4. Qd1 Bc5 5. e3 a5 6. Nf3 Nf6 7. Nc3 O-O 8. Bd3 d6 9. h3 Re8 10. O-O Ne5 11. Nxe5 Rxe5 12. b3 Bf5 13. Bb2 Bxd3 14. Qxd3 Re7 15. Rfd1 Qd7 16. Nd5 Nxd5 17. Qxd5 c6 18. Qg5 f6 19. Bxf6 Rf7 20. Bb2 Raf8 21. Rd2 Qf5 22. Qxf5 Rxf5 23. Rad1 g6 24. a3 b5 25. cxb5 cxb5 26. g3 Rf3 27. Kg2 b4 28. a4 R3f7 29. Rf1 Rd7 30. Bd4 Bxd4 31. Rxd4 d5 32. Rfd1 Rfd8 33. e4 Kf7 34. exd5 Kf6 35. f4 g5 36. g4 gxf4 37. Rxf4+ Ke5 38. Rf5+ Ke4 39. Kf2 Rxd5 40. Rdxd5 Rxd5 41. Rxd5 Kxd5 42. Ke2 Kd4 43. Kd2 Ke4 44. Ke2 Kd4 45. g5 Kc3 46. h4 Kxb3 47. h5,Kc2 g6 hxg6 hxg6 b3 g7 b2 g8=Q,8/7p/8/p5PP/Pp6/1k6/4K3/8 b - - 0 47,b3c2 g5g6 h7g6 h5g6 b4b3 g6g7 b3b2 g7g8q
1GN6p,2142,1. d4 e6 2. c4 d5 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. O-O c5 10. Ne4 Bb7 11. Nxf6+ Nxf6 12. a4 c4 13. Bc2 Bd6 14. Re1 Be4 15. axb5 Bb4 16. Bd2 Bxd2 17. Bxe4 Nxe4 18. Nxd2 Nxd2 19. Qxd2 axb5 20. Qb4 Rxa1 21. Qxb5+ Ke7 22. Qc5+ Qd6 23. Rxa1 Qxc5 24. dxc5 Rc8 25. Rc1 Rxc5 26. b4 Rc7 27. Kf1 c3 28. Ke2 Rc4 29. Kd3 Rxb4 30. Rxc3 Rb2 31. Rc2 Rxc2 32. Kxc2 Kd6 33. Kd3 Kd5 34. f3 f5 35. h3 e5,e4+ fxe4+ fxe4+ Kc5,8/6pp/8/3kpp2/8/3KPP1P/6P1/8 w - - 0 36,e3e4 f5e4 f3e4 d5c5
1GefM,1167,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4 4. Nxd4 exd4 5. d3 c6 6. Ba4 d5 7. exd5 Qxd5 8. O-O b5 9. Bb3 Qf5 10. Nd2 Bb7 11. Ne4 O-O-O 12. Re1 Nf6,Bxf7 Nxe4 Rxe4 Qxf7,2kr1b1r/pb3ppp/2p2n2/1p3q2/3pN3/1B1P4/PPP2PPP/R1BQR1K1 w - - 8 13,b3f7 f6e4 e1e4 f5f7
1GgRD,860,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 Be7 7. Qd2 O-O 8. O-O-O Qd7 9. h3 b5 10. f3 c5 11. Nf5 b4 12. Nxe7+ Qxe7 13. Nd5 Qe6 14. Nc7 Qxa2 15. Qd3 Ra7 16. Bxf6 gxf6 17. Nd5 Nc6 18. Nxf6+ Kh8 19. e5 Qa1+ 20. Kd2,Qxb2 Qxh7#,2b2r1k/r4p1p/p1np1N2/2p1P3/1p6/3Q1P1P/1PPK2P1/q2R1B1R b - - 2 20,a1b2 d3h7
1GlzA,1149,1. e4 c6 2. f4 d5 3. e5 c5 4. d4 c4 5. c3 Nc6 6. a3 Na5 7. Nf3 Qb6 8. b4 Nb3 9. Ra2 Bg4 10. Be2 e6 11. Nbd2 Nxc1 12. Qxc1 h6 13. O-O Ne7 14. h3 Bxf3 15. Nxf3 Nf5 16. g4 Ng3 17. Re1 Be7 18. Bd1 a5 19. Ba4+ Kd8 20. Bc2 axb4 21. cxb4 g6 22. Ra1 h5 23. Kg2 Ne4 24. Bxe4 dxe4 25. Ng5 Bxg5 26. fxg5 hxg4 27. hxg4 Qxd4 28. Kg3 Qxe5+ 29. Qf4 Qxf4+ 30. Kxf4 c3 31. Re3 c2 32. Rc1 Rc8 33. Rxe4 Ke7 34. Re2 Rc4+ 35. Re4 Rxe4+ 36. Kxe4 Rc8 37. Kd3 Kd6 38. Rxc2 Rxc2 39. Kxc2 e5 40. Kd3 Kd5 41. a4 e4+ 42. Ke3 Kc4,Kxe4 Kxb4 Ke5 Kxa4 Kf6 b5 Kxf7 b4 Kxg6 b3 Kf7 b2 g6 b1=Q,8/1p3p2/6p1/6P1/PPk1p1P1/4K3/8/8 w - - 2 43,e3e4 c4b4 e4e5 b4a4 e5f6 b7b5 f6f7 b5b4 f7g6 b4b3 g6f7 b3b2 g5g6 b2b1q
1GwVD,827,1. e4 e5 2. Nf3 Nf6 3. d3 Bc5 4. c3 d6 5. b4 Bb6 6. Nbd2 a5 7. Bb2 axb4 8. cxb4 Ng4 9. d4 Nc6 10. Bb5 O-O 11. Bxc6 bxc6 12. O-O f5 13. h3 Nf6 14. exf5 Bxf5 15. dxe5 Nd5 16. exd6 cxd6 17. Nc4 Bc7 18. Nd4 Nxb4 19. Nxf5 Rxf5 20. Ne3 Rb5 21. Qd4 Qg5 22. a3 Nc2 23. Qc4+ d5 24. Qxc2 Rab8 25. Bc1 Qe5,Ra2 Qh2#,1r4k1/2b3pp/2p5/1r1pq3/8/P3N2P/2Q2PP1/R1B2RK1 w - - 3 26,a1a2 e5h2
1HHP3,680,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e3 d6 5. Nf3 O-O 6. Be2 Nbd7 7. O-O e5 8. dxe5 dxe5 9. Qc2 Qe7 10. Rd1 Nc5 11. b4 Bf5 12. Qb2 Nce4 13. Nh4 Nxc3 14. Qxc3 Ne4 15. Nxf5 gxf5 16. Qc2 a5 17. f3 Ng5 18. Qxf5 e4 19. Rb1 axb4 20. f4 Ne6 21. Qxe4 f5 22. Qc2 Nc5 23. Bf3 Ra4 24. Rd5 Ra5 25. Rxf5 Re8 26. Rxb4 Ne6 27. Rxa5 Qxb4,Rb5 Qe1#,4r1k1/1pp3bp/4n3/R7/1qP2P2/4PB2/P1Q3PP/2B3K1 w - - 0 28,a5b5 b4e1
1HSiv,1569,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 e6 5. c3 Bd6 6. Nf3 Nc6 7. Bg5 Nge7 8. Nbd2 Bd7 9. O-O Qc7 10. Bh4 O-O-O 11. Rc1 Kb8 12. c4 Bf4 13. cxd5 Nxd5 14. Bg3 Ka8 15. a3 h5 16. Ne5 Be8 17. Ndf3 Bxg3 18. hxg3 f6 19. Nxc6 Bxc6 20. b4 Qf7 21. b5 Bd7 22. a4 b6 23. a5 Rc8 24. axb6 Nxb6 25. Be4+ Kb8 26. Qb3 f5 27. Ne5 Qe8 28. Bf3 h4 29. Nc6+ Bxc6 30. bxc6 hxg3 31. c7+ Rxc7,Rxc7 Rh1+ Kxh1 Qh8+ Bh5 Qxh5+ Kg1 Qh2#,1k2q2r/p1r3p1/1n2p3/5p2/3P4/1Q3Bp1/5PP1/2R2RK1 w - - 0 32,c1c7 h8h1 g1h1 e8h8 f3h5 h8h5 h1g1 h5h2
1Hdhi,1266,1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. b3 Nc6 5. Bb2 Be7 6. c4 cxd4 7. Nxd4 Bb4+ 8. Bc3 Qa5 9. Bxb4 Qxb4+ 10. Qd2 Ne4 11. Qxb4 Nxb4 12. Na3 O-O 13. Be2 d5 14. Bf3 f5 15. cxd5 exd5 16. Bxe4 fxe4 17. O-O Nd3 18. Nab5 Bd7 19. Nc7 Rad8 20. Nxd5 Bh3 21. gxh3 Rxd5,a4 Rg5+ Kh1 Nxf2+ Rxf2 Rxf2,5rk1/pp4pp/8/3r4/3Np3/1P1nP2P/P4P1P/R4RK1 w - - 0 22,a2a4 d5g5 g1h1 d3f2 f1f2 f8f2
1HewK,1524,1. e4 e5 2. d4 exd4 3. c3 Qe7 4. Bd3 d5 5. f3 Nf6 6. Bg5 dxe4 7. fxe4 h6 8. Bxf6 Qxf6 9. Nf3 Nc6 10. O-O Bg4 11. cxd4 Nxd4 12. Qa4+ Nc6 13. Nc3 O-O-O 14. Nd5 Qd6 15. Rac1 f5,Rxc6 Qxc6 Qxc6 bxc6,2kr1b1r/ppp3p1/2nq3p/3N1p2/Q3P1b1/3B1N2/PP4PP/2R2RK1 w - - 0 16,c1c6 d6c6 a4c6 b7c6
1HhO8,1623,1. g3 d6 2. Bg2 e5 3. d4 c6 4. dxe5 dxe5 5. Qxd8+ Kxd8 6. Nc3 Be6 7. Be3 Nd7 8. O-O-O Kc7 9. f4 f6 10. fxe5 Nxe5 11. Bf4 Bd6 12. Ne4 Be7 13. Bxe5+ fxe5 14. Kb1 Nf6 15. Nxf6 gxf6 16. Nf3 Rad8 17. e4 Rxd1+ 18. Rxd1 Rd8 19. Rxd8 Kxd8 20. h3 Kc7 21. g4 h6 22. Nd2 Kd6 23. c3 Kc5 24. b4+ Kb5 25. Kb2 a5 26. a3 axb4 27. axb4 c5 28. bxc5 Bxc5 29. Bf1+ Kc6 30. Bc4 Bd7 31. Bf7 Be3 32. Nc4 Bg5 33. Na5+ Kb5 34. Nb3 b6 35. Bd5 h5 36. gxh5 Bxh3 37. c4+ Kb4 38. Bf7 Bg2 39. Bg6 Bf1 40. Bf7 Bxc4 41. Bxc4 Kxc4 42. Kc2 b5 43. Na5+ Kd4 44. Nc6+ Kxe4 45. Ne7 Kf4 46. Nd5+ Kg4 47. h6 Bxh6 48. Kd3 Bg5 49. Ke4 Kg3 50. Nc3 Kf2 51. Nxb5 Kg3 52. Nd6 Kg4 53. Nf5 Kh5 54. Ne7 Kh6 55. Kf5 Kg7 56. Nd5 Kf7 57. Nc3 Ke7 58. Ne4 Kf7,Nxg5+ fxg5 Kxe5 Kg6 Ke4 Kh5 Kf3 Kh4,8/5k2/5p2/4pKb1/4N3/8/8/8 w - - 15 59,e4g5 f6g5 f5e5 f7g6 e5e4 g6h5 e4f3 h5h4
1HtT6,1872,1. e4 c5 2. d4 cxd4 3. Nf3 Nc6 4. Nxd4 g6 5. Nxc6 bxc6 6. a4 Bg7 7. a5 d6 8. c3 Nf6 9. h3 Nxe4 10. Bd3 Nf6 11. g4 O-O 12. g5 Nd5 13. Qf3 Rb8 14. Ra2 Be6 15. O-O Nf4 16. Bxf4 Bxa2 17. b4 Bxb1 18. Rxb1 Bxc3 19. Bxg6 fxg6 20. Qxc3 c5 21. Bc1 cxb4 22. Rxb4 Qxa5 23. Bb2,e5 Rxb8 Qxc3 Rxf8+ Kxf8 Bxc3,1r3rk1/p3p2p/3p2p1/q5P1/1R6/2Q4P/1B3P2/6K1 b - - 1 23,e7e5 b4b8 a5c3 b8f8 g8f8 b2c3
1I37Y,833,1. d4 d5 2. Nf3 e6 3. Bf4 Be7 4. e3 Nf6 5. Nbd2 O-O 6. Bd3 b6 7. c3 Bb7 8. a4 Ne4 9. Qc2 f5 10. h4 a5 11. g3 Nd7 12. Ne5 Ndf6 13. Be2 Qe8 14. Bb5 c6 15. Be2 Nxd2 16. Qxd2 Ne4 17. Qc2 Ba6 18. Bxa6 Rxa6 19. Qe2 Ra8 20. h5 Kh8 21. Kf1 Rc8 22. Kg2 Bd6 23. Ng6+ Kg8 24. Bxd6 Nxd6 25. Nxf8 Qxf8 26. Qf3 Ne4 27. Qf4 Qf6 28. Qe5 Qg5 29. Rae1 Qh6 30. f4 Re8 31. Kf3 Nf6 32. Qd6 Ng4 33. Qxc6 Re7 34. Qxb6 g6 35. hxg6 Qxg6 36. Qxa5 Nf6 37. Rh4 Rg7 38. Rg1 Ne4 39. Qd8+ Kf7 40. Qd7+ Kf8 41. Qd8+ Kf7 42. g4 Nd2+ 43. Ke2 Nc4 44. g5 Rg8 45. Rgh1 Rxd8 46. Rxh7+ Qxh7 47. Rxh7+ Kg6 48. Re7 Rd6 49. b3 Nb6 50. Kd3 Rc6 51. a5 Nc8 52. Re8 Nd6 53. Rb8 Ne4 54. c4 dxc4+ 55. bxc4 Nf2+ 56. Ke2 Ne4 57. c5 Ra6,Rb5 Nc3+ Kd3 Nxb5,1R6/8/r3p1k1/P1P2pP1/3PnP2/4P3/4K3/8 w - - 1 58,b8b5 e4c3 e2d3 c3b5
1IAWt,945,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Bg5 Bg7 7. Bb5+ Bd7 8. Qe2 Nc6 9. O-O-O Qb6 10. Bxf6 Bxf6 11. Nd5 Nxd4 12. Bxd7+ Kd8 13. Rxd4 Qxd4 14. Nxf6 Qxf6 15. Ba4 a6 16. Rd1 Kc7 17. g3 g5 18. Rd3 Rac8 19. Rf3 Qg7 20. Qc4+ Kb8 21. Qxf7 Qxf7 22. Rxf7 Rcf8 23. Rxe7 Rxf2 24. Bb3 Rxh2 25. Bd5 Rf8 26. Rxb7+ Kc8 27. b4 Rff2 28. Kb2 Rxc2+ 29. Ka3 Rxa2+ 30. Kb3 h5 31. Rg7 g4 32. Be6+ Kd8 33. Rd7+ Ke8 34. Rxd6 Ke7 35. Rb6 a5 36. bxa5 Rab2+ 37. Kc3 Rxb6 38. axb6,Kxe6 b7 Ke5 b8=Q+,8/4k3/1P2B3/7p/4P1p1/2K3P1/7r/8 b - - 0 38,e7e6 b6b7 e6e5 b7b8q
1IGBA,739,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e5 7. Nb3 Be7 8. O-O Be6 9. Bg5 O-O 10. Bxf6 Bxf6 11. Nd5 Nd7 12. c3 Rc8 13. Nd2 Nc5 14. b4 Nd7 15. Rc1 Bxd5 16. exd5 Bg5 17. Rc2 Qe7 18. Ne4 f5 19. Ng3 a5 20. Qb1 e4 21. bxa5 f4 22. Nxe4 Qxe4 23. Bf3 Qe7 24. Re1 Ne5 25. Bg4 Rc7 26. Be6+ Kh8 27. f3 Bh4 28. Ree2 Qg5 29. Qb6 Re7 30. Qxd6 Nxf3+ 31. Kh1 Ne1 32. Rcd2 f3 33. gxf3 Nxf3 34. Rg2 Qe3 35. Qxe7 Qe1+,Rg1 Qxg1#,5r1k/1p2Q1pp/4B3/P2P4/7b/2P2n2/P2R2RP/4q2K w - - 1 36,g2g1 e1g1
1IMM3,1043,1. e4 e6 2. d4 d6 3. f4 Nd7 4. Nf3 Ne7 5. f5 exf5 6. exf5 Nxf5 7. Bc4 h6 8. O-O Be7 9. Nc3 Ne3 10. Bxe3 b6 11. Ne1 Bb7 12. Bxf7+ Kf8 13. Bd5+ Ke8 14. Bxb7 Rb8 15. Bd5 Nf6 16. Bc6+ Kf8 17. Nd5 Kg8 18. Nxf6+ Bxf6 19. Bd5+ Kh7 20. Qd3+ g6 21. Nf3 Rf8 22. Be4 Rg8 23. d5 c5 24. dxc6 Qe7 25. Bd5 Rgf8 26. b4 Rbe8 27. Rae1 h5 28. Bg5 Qd8 29. Bxf6 Qxf6 30. Nd4 Rxe1,Rxe1 Qf2+ Kh1 Qxe1+ Qf1 Rxf1#,5r2/p6k/1pPp1qp1/3B3p/1P1N4/3Q4/P1P3PP/4rRK1 w - - 0 31,f1e1 f6f2 g1h1 f2e1 d3f1 f8f1
1Im0t,1144,1. e4 e6 2. d4 d5 3. exd5 Qxd5 4. Nf3 Nf6 5. Bd3 Be7 6. O-O O-O 7. Be3 Nc6 8. c4 Qh5 9. Nbd2 Ng4 10. a3 Bd6 11. h3 f5 12. c5 Nxe3 13. fxe3 Bg3 14. Be2 Qg6 15. Nc4 b5 16. Nce5 Nxe5 17. dxe5 Bb7 18. Bxb5 Rad8 19. Qe2 Be4 20. Bc4 Kh8 21. Nd4 Bxe5 22. Nxe6 Qg3 23. Nf4 g5 24. Nh5 Qh2+ 25. Kf2 Qxg2+ 26. Ke1 Qxh3 27. Rd1 Rxd1+ 28. Kxd1 Rd8+ 29. Kc1 g4 30. Nf4 Bxf4 31. exf4,Bd3 Qe5#,3r3k/p1p4p/8/2P2p2/2B1bPp1/P6q/1P2Q3/2K2R2 b - - 0 31,e4d3 e2e5
1IoYg,1547,1. e4 c5 2. Bc4 e6 3. a3 d5 4. exd5 exd5 5. Bb5+ Nc6 6. d3 Nf6 7. Nf3 a6 8. Bxc6+ bxc6 9. O-O Be7 10. Re1 O-O 11. Ne5 Qb6 12. Nxc6 Bd6 13. Ne5 Re8 14. Nf3 Bg4 15. Nbd2 Bf4 16. b3 Bxd2 17. Bxd2 d4 18. h3 Bh5 19. c3 Bxf3 20. gxf3 Nd5 21. c4 Qg6+ 22. Kh2 Qd6+ 23. Kh1 Nf6 24. Rxe8+ Rxe8 25. Qg1 Nh5 26. Qg4 Nf6 27. Qg3 Qb6 28. b4 Qc6 29. Bh6 Nh5 30. Qg4 Qxh6 31. bxc5 Nf4 32. Kh2 Nxd3 33. Qxd4 Qf4+ 34. Qxf4 Nxf4 35. Rb1 Nd3 36. c6,Kf8 c7 Ke7 Rb8 Kd7 Rxe8,4r1k1/5ppp/p1P5/8/2P5/P2n1P1P/5P1K/1R6 b - - 0 36,g8f8 c6c7 f8e7 b1b8 e7d7 b8e8
1IroQ,1338,1. b3 d5 2. Bb2 Nc6 3. g3 e5 4. Bg2 e4 5. e3 Nf6 6. Ne2 Bc5 7. O-O Bg4 8. Re1 Qd7 9. d3 O-O-O 10. d4 Bd6 11. c4 h5 12. Nd2 h4 13. cxd5 Nxd5 14. Nxe4 Bh3 15. Nxd6+ cxd6 16. Bxd5 hxg3 17. fxg3 Qf5 18. Bxc6 bxc6 19. Nf4 Bg4 20. Qd2 Qh7 21. h4 g5 22. Kf2 gxf4 23. exf4 Qf5 24. Rac1 Kc7 25. d5 c5 26. Bxh8 Rxh8 27. Re7+ Kb6 28. Rce1 Rc8 29. b4 c4 30. Qd4+ Kb5 31. a3 Qc2+,Kf1 Bh3+ Kg1 Qg2#,2r5/p3Rp2/3p4/1k1P4/1PpQ1PbP/P5P1/2q2K2/4R3 w - - 1 32,f2f1 g4h3 f1g1 c2g2
1J61l,1231,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d6 6. b3 c6 7. Bb2 Nbd7 8. Nbd2 Rb8 9. Re1 b5 10. e4 Ne8 11. e5 dxe5 12. Nxe5 Nxe5 13. dxe5 c5 14. Ne4 Qb6 15. a4 a6 16. axb5 axb5 17. Qe2 Nc7 18. Rad1 Bb7 19. Qe3 Bxe4 20. Bxe4 Rfd8 21. h4 e6 22. h5 Nd5 23. Bxd5 exd5 24. h6 Bh8 25. Qf4 d4 26. Bc1 Qe6 27. Qe4 Rd5 28. Bf4 Rbd8 29. Kg2 Re8 30. Qf3 Bxe5 31. Rxe5 Rxe5 32. Bxe5 Qxe5 33. Qc6 Qe4+ 34. Qxe4 Rxe4 35. Rd2 f5 36. Kf3 Kf7 37. Kg2 g5 38. Rd1 Kg6 39. Ra1 Re2 40. Rc1 Kxh6 41. Kf1 Re6 42. Ra1 Kg6 43. Ra5 Rb6 44. Ra8 h5 45. Rc8 h4 46. gxh4 gxh4 47. Rxc5 Kg5 48. Rc8 Kg4 49. Kg2 h3+ 50. Kh2 Kf3 51. Rf8 Kxf2 52. Rxf5+ Ke3 53. Kxh3 Kd2 54. Rf2+ Kc3 55. Kg4 Ra6 56. Kf5 Ra2 57. Rf3+ Kxc2 58. Ke4 d3 59. Rxd3 Rb2 60. Rh3 Rxb3 61. Rh2+ Kc3 62. Kd5 Rb4 63. Kd6 Rd4+ 64. Kc6 b4 65. Kb5 Rd3 66. Rh8 b3 67. Rc8+ Kb2 68. Rb8 Rc3 69. Ka4 Rc2 70. Rxb3+ Kc1 71. Rb6 Rb2 72. Ka5 Kb1 73. Re6 Ra2+ 74. Kb6 Rb2+ 75. Kc5 Rc2+ 76. Kd4 Rb2 77. Kc3 Ka2 78. Kd3 Kb1 79. Kd4 Rb3 80. Re1+ Ka2 81. Re2+ Rb2 82. Re5 Ka3 83. Re7 Kb3 84. Rb7+ Kc2 85. Re7 Kb1 86. Rg7 Ka2 87. Ra7+ Kb1 88. Kc3 Rc2+ 89. Kd3 Rb2 90. Rh7 Ra2 91. Rh1+ Kb2 92. Kc4 Ka3 93. Rh3+ Ka4 94. Rh8 Rc2+ 95. Kd3 Ra2 96. Ra8+ Kb3 97. Rb8+,Ka3 Kc3 Ka4 Ra8+ Kb5 Rxa2,1R6/8/8/8/8/1k1K4/r7/8 b - - 54 97,b3a3 d3c3 a3a4 b8a8 a4b5 a8a2
1JPjX,1388,1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 Nc6 6. Bc4 a6 7. O-O Be7 8. Bf4 Nf6 9. Re1 d6 10. e5 dxe5 11. Nxe5 Nxe5 12. Bxe5 O-O 13. Qf3 Bd7 14. Rad1 Qc8 15. Bb3 Bc6 16. Qg3 b5 17. Rd4 Rd8 18. Red1 Rxd4 19. Rxd4 Qb7 20. Rf4 Kh8 21. a4 Rg8 22. axb5 axb5 23. Bc2 Qa8 24. Rh4 h6 25. Qd3 g6 26. Rxh6+ Kg7 27. Bxf6+,Bxf6 Rxg6+ fxg6 Qxg6+ Kf8 Qxf6+,q5r1/4bpk1/2b1pBpR/1p6/8/2NQ4/1PB2PPP/6K1 b - - 0 27,e7f6 h6g6 f7g6 d3g6 g7f8 g6f6
1JVUE,2552,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 c6 5. Bd2 Nf6 6. h3 g6 7. Nf3 Bg7 8. a3 O-O 9. b4 Qc7 10. Bc4 Bd7 11. Ne5 Ne8 12. Nxd7 Qxd7 13. O-O Bxd4 14. Bh6 Bg7 15. Qxd7 Nxd7 16. Bxg7 Kxg7 17. Rfe1 e6 18. Ne4 Nb6 19. Bb3 Nd7 20. Rad1 Nef6 21. Nxf6 Nxf6 22. Rd4 Rfd8 23. Rf4 a5 24. bxa5 Rxa5 25. a4 Nd5 26. Rd4 Rd7 27. c4 Nb6 28. Rg4 Nxa4 29. f4 Nb6 30. Rf1 Rf5 31. Bc2 Rf6 32. f5 exf5 33. Bxf5 Rd2 34. c5 Nd5 35. Rf3 Ne7 36. Be4 Rxf3 37. Bxf3 f5 38. Rb4 Rd7 39. g4 fxg4 40. Bxg4 Rc7 41. Kg2 h5 42. Be2 Nd5 43. Rb3 Nf4+ 44. Kf3 Rf7 45. Bc4 Nd5+ 46. Ke4 Rf4+ 47. Kd3 Rf3+ 48. Kd4 Rxb3 49. Bxb3 h4 50. Ke5 Kh6 51. Kd6 g5 52. Kd7 g4 53. hxg4 h3 54. Bd1 Kg5 55. Bf3 b6 56. cxb6 Nxb6+ 57. Kxc6 Nc4 58. Kd5 Ne3+,Ke4 Ng2 Ke5 Kh4 g5 Kxg5 Ke4 Kh4,8/8/8/3K2k1/6P1/4nB1p/8/8 w - - 3 59,d5e4 e3g2 e4e5 g5h4 g4g5 h4g5 e5e4 g5h4
